pitchid,pitcherid,yearid,height,initspeed,breakx,breakz,initposx,initposz,extension,spinrate
13710,6,3,73,75.38324373,-6.372437581,-4.328159799,2.032852945,5.959143071,6.305488405,2117.104275
13711,1,3,76,88.50374705,-7.681627727,3.920239601,-2.070912875,6.197642009,5.864713482,2290.978539
13712,1,3,76,89.52317024,-8.29579927,5.246204484,-2.345646639,6.014124348,6.379678453,2240.565184
13713,4,3,72,86.89923923,-7.007215262,1.158098036,-2.076510565,5.579718239,6.160885857,1406.549305
13714,1,3,76,81.84033031,-5.72711143,1.290012213,-2.066337858,6.234905318,6.760376328,1353.207549
13715,2,3,80,88.36129134,-5.929026931,8.018568367,-1.824124002,5.87648979,6.182149258,2137.099428
13716,4,3,72,92.16447694,-3.737630015,8.251348812,-1.762457539,6.030353699,5.936060681,2313.184834
13717,6,3,73,77.45516909,-6.27125415,-3.434463052,2.346595972,5.925506514,6.068721951,2120.999422
13718,2,3,80,72.81867517,10.01888867,0.18432885,-2.165943179,5.789555015,6.121271662,2528.640892
13719,1,3,76,80.91976309,-4.937403576,0.731571737,-2.038208579,6.455964436,6.820340043,1530.119915
13720,2,3,80,89.6986215,0.42148808,10.87868908,-2.208387631,5.863076133,6.021306854,2339.216249
13721,5,3,72,90.23793322,-8.87615833,9.624387931,-1.460835653,5.936792373,6.600545404,2029.970017
13722,4,3,72,91.56391659,-3.961841785,9.20600817,-2.056700666,5.937722272,6.126445129,2209.304838
13723,2,3,80,90.21840104,-2.096041708,9.346336261,-1.717324959,6.013326839,6.097111963,2176.346256
13724,1,3,76,87.64531482,-13.14607356,3.098407421,-2.125449986,6.173977728,6.15009293,2200.456313
13725,4,3,72,91.93010778,-5.575743532,11.20836093,-2.050244051,5.93358338,6.1945124,2344.668035
13726,1,3,76,79.14049899,-8.340766891,-1.45260481,-1.378908166,6.495211387,6.354559774,1430.179076
13727,1,3,76,88.54822331,-4.012244264,6.228311181,-1.87966043,6.395476031,6.360812768,2264.370954
13728,2,3,80,89.01113267,-1.987388373,9.442954265,-2.063217124,6.023155014,6.341534273,2132.408067
13729,4,3,72,93.52261511,-6.370573359,9.880892444,-2.0792082,5.853129757,6.200857582,2451.677117
13730,3,3,77,86.59265903,6.188621362,10.75374554,4.027225801,6.557845581,6.147274172,2160.303936
13731,3,3,77,86.47227001,4.248734479,7.563229668,4.080678184,6.5219438,5.97874483,2027.253424
13732,1,3,76,87.72536679,-9.229413357,3.585426515,-2.04339597,6.205976088,6.411262098,2242.765877
13733,2,3,80,87.09710902,-6.425194002,11.39073656,-2.710059524,5.678188605,6.113196714,2378.783418
13734,3,3,77,85.56693042,0.600654483,3.476849184,4.273761807,6.419305808,6.416107537,2341.386516
13735,1,3,76,76.28340665,7.688852463,-6.303494415,-2.041673816,6.458599888,6.03265498,3084.934556
13736,6,3,73,92.19241,3.944317431,7.986585466,2.086451605,5.869345134,6.259196864,2020.71168
13737,3,3,77,85.78576519,9.172565487,6.650221339,4.336011242,6.503940526,6.293358377,2176.365366
13738,3,3,77,81.17139704,0.520904875,4.769981869,4.143496804,6.449960868,6.333229936,2068.419067
13739,1,3,76,80.96199918,-0.350998801,3.755712643,-2.241847368,6.289116713,6.339840828,2135.715674
13740,3,3,77,85.46043158,10.08848707,4.578000283,3.992608405,6.511335229,6.22160264,1859.081245
13741,6,3,73,75.72728073,-7.88501126,-2.876785608,2.008648679,5.845988421,6.32263882,2271.397464
13742,6,3,73,90.99373958,3.158739921,9.66397688,2.441484399,5.88110923,6.411671288,2043.379016
13743,1,3,76,88.98688866,-6.350169396,6.704873035,-1.701443588,6.434009916,5.921178813,2303.615767
13744,6,3,73,87.31247268,9.944802734,6.45753427,2.308005574,6.018835192,6.332445549,1486.272764
13745,5,3,72,80.29768646,-4.982096985,4.47143693,-1.837390978,5.806367572,6.145261469,1279.615025
13746,1,3,76,76.06749421,3.284296894,-4.246671179,-2.037774675,6.289844778,5.958824532,2798.174989
13747,4,3,72,88.77149669,2.507946288,2.044053609,-2.12111232,5.813706821,6.197740325,2474.746018
13748,4,3,72,88.07903954,0.160482546,5.132930567,-2.081799305,5.865382355,6.153464202,2467.548952
13749,3,3,77,84.50761044,11.36082967,2.378749269,4.01963081,6.501231004,6.040774806,1686.465901
13750,3,3,77,86.81259146,9.909868562,7.030714898,4.062984592,6.486559635,6.213596355,2150.143843
13751,6,3,73,77.16023375,-4.60272585,-6.156253975,2.224145223,5.843729549,5.783935563,2163.240752
13752,4,3,72,86.29476434,-6.623690333,3.354505963,-2.22952352,5.651111068,6.43005416,1388.577806
13753,6,3,73,92.05082172,3.885555438,11.91667195,1.920324472,6.065340101,6.520591705,2012.01652
13754,4,3,72,80.90807358,3.51720347,-3.751909305,-2.034570461,5.685002269,6.149752793,2508.294333
13755,1,3,76,86.35313164,-9.692546042,2.777207918,-2.337872477,6.267082652,6.012251176,2220.568902
13756,1,3,76,81.01810484,-6.824275566,2.13537481,-1.524560433,6.358360476,6.354510989,1364.196302
13757,4,3,72,86.63075934,-8.622109308,7.53556888,-2.266459008,5.528243547,6.628287179,1578.900769
13758,6,3,73,86.79099539,5.813009796,5.726713803,2.074387465,5.841667239,6.471803259,1319.668187
13759,2,3,80,88.9245552,-5.36571217,8.516123121,-2.268614611,5.801606092,5.909551684,2225.604086
13760,2,3,80,87.71313081,-2.752857473,10.46915802,-2.284801918,5.795703545,6.393537844,2410.088078
13761,1,3,76,87.10722504,-8.872963924,5.126860084,-1.960441552,6.44339451,6.161100218,2165.43765
13762,1,3,76,89.27667459,-8.997385075,4.296502241,-1.998028628,6.367129907,6.406582505,2242.570438
13763,2,3,80,91.84303986,-2.09225214,10.25559078,-1.829490123,6.449137126,6.124429917,2366.537321
13764,1,3,76,81.46735719,-8.345367299,-0.413164441,-1.94199389,6.424539243,6.417874804,1382.907471
13765,3,3,77,86.64755292,4.938679717,11.6029324,3.899588236,6.607453194,6.22950899,2202.963096
13766,4,3,72,87.19927441,-7.507127352,4.234123093,-2.087326001,5.687921215,6.48000942,1609.351872
13767,6,3,73,75.12895946,-5.923211874,-6.603296164,2.177287943,5.939123962,6.137682049,2275.545975
13768,2,3,80,87.03617388,-6.831318095,5.562169072,-2.290409331,5.726683284,6.286969664,2220.322356
13769,2,3,80,81.51946018,-5.905219114,5.901392272,-2.50656181,5.808672181,5.915866425,1677.742519
13770,6,3,73,93.2123074,5.147026789,9.623593602,2.172606349,6.021268985,6.000588264,2128.218187
13771,5,3,72,89.6381186,-7.6896187,6.717474475,-1.940551405,5.657964833,6.437808015,1942.627176
13772,4,3,72,93.53476746,-6.596785323,7.245262754,-2.104981366,5.776633769,6.089316242,2361.484587
13773,5,3,72,90.56182592,-5.204697757,7.648488979,-1.409665675,5.78986558,5.71795364,1902.806201
13774,1,3,76,76.54798242,3.941401555,-7.057444933,-1.324676894,6.498657135,5.808422831,2911.765715
13775,1,3,76,81.2015371,-8.474032881,1.041144583,-1.912980867,6.305253244,6.135428507,1290.869898
13776,3,3,77,85.63306422,2.399559351,8.691445858,4.208386979,6.434010217,6.206195641,2046.741211
13777,4,3,72,90.76236822,-2.086950212,9.496253692,-1.771952838,5.74768552,6.287289013,2349.447153
13778,6,3,73,91.4927529,7.949913604,7.281458297,2.300799378,6.02718866,5.931234743,1964.751365
13779,6,3,73,76.16347454,-2.023555072,-2.355283043,2.449087318,5.995042681,6.20901375,2274.279494
13780,1,3,76,79.93306896,-5.843490108,3.595913981,-1.7171388,6.525088337,6.140543462,1461.533027
13781,6,3,73,91.96761504,6.302167532,8.018196175,1.835996892,5.768982082,6.432309304,2134.748925
13782,4,3,72,94.15921428,-8.999419268,7.068185837,-2.179005639,5.981590431,6.177177485,2315.35788
13783,3,3,77,81.84885028,0.651413467,5.173771037,4.187091105,6.450817926,6.173376194,1999.28443
13784,3,3,77,87.25607162,8.097065301,7.448570371,4.018628428,6.396743669,6.400894083,2322.060264
13785,2,3,80,73.88389183,6.170587021,-6.513478521,-2.596835718,5.765004312,6.196443321,2681.986645
13786,4,3,72,90.28548418,1.108695786,5.178637819,-2.185054413,5.892146293,6.096105018,2525.752143
13787,1,3,76,86.96669387,-7.660903399,3.917971224,-1.927740902,6.50936328,6.197628591,2191.014929
13788,2,3,80,71.77656335,8.090372205,-7.541326921,-2.258557321,5.769128299,6.121113781,2351.324465
13789,1,3,76,85.30103329,-9.586975146,0.946823929,-2.565505909,5.841546583,5.972125993,2232.13138
13790,6,3,73,91.29575764,4.189896898,12.15118198,2.323379867,6.12622416,6.041810087,2073.041009
13791,6,3,73,90.67299629,3.059708534,9.481623741,2.059688663,6.081392174,6.162037955,2046.814731
13792,3,3,77,86.28264176,10.38616971,7.596710456,4.065810598,6.522270291,6.205278737,2158.241698
13793,5,3,72,83.11353286,-7.094456516,2.320928358,-1.580457382,5.562461113,6.192883699,1225.436438
13794,1,3,76,82.16716284,-6.209253065,-0.467426542,-1.563651894,6.711745582,6.35989912,1606.789779
13795,4,3,72,92.99231245,-7.262402971,5.341381411,-1.868855989,5.769176798,6.035823879,2270.431265
13796,1,3,76,75.76436184,6.85589252,-6.889989852,-1.358384308,6.751202475,6.291977167,2920.638378
13797,4,3,72,87.85382448,3.647647466,3.480250973,-1.977241535,5.762819347,6.096407735,2504.742898
13798,1,3,76,85.47649248,-8.259281006,3.501228208,-2.353815737,5.965333401,6.101147508,2157.82656
13799,5,3,72,88.62974163,-9.715431622,7.366185565,-1.929669022,5.708888237,5.935943961,1881.962486
13800,3,3,77,85.26925702,7.96772388,5.340206135,4.490142695,6.364609594,5.861477446,2332.235196
13801,5,3,72,82.74405041,-1.572124821,3.171187395,-0.907193101,6.16612628,6.152529922,977.0836813
13802,4,3,72,93.0365776,-3.093458656,8.736571246,-1.924997022,5.939200927,5.959947581,2354.329505
13803,4,3,72,92.14226928,-4.384200371,9.937476153,-2.137699601,5.699896265,6.181218869,2273.796833
13804,5,3,72,84.73947219,-2.537822783,-1.825794274,-0.884952076,5.999935707,6.263296457,1118.665151
13805,2,3,80,87.8277796,-5.229464434,9.302516541,-2.565390816,5.887755678,5.99825403,2140.624566
13806,1,3,76,88.55613498,-9.960431458,5.413345946,-1.802216635,6.619555882,6.222207082,2169.905359
13807,4,3,72,93.37500604,-9.034375367,6.257608809,-2.17249268,5.778328997,5.953857688,2260.470582
13808,6,3,73,92.566834,5.428008698,9.502581777,2.099075882,5.972890915,6.749364148,2091.974874
13809,2,3,80,87.18993502,-3.649652088,8.559746962,-2.128878242,5.989943281,6.481120362,2212.18359
13810,6,3,73,76.88258979,-2.25995624,0.596369184,1.904781227,6.013789259,6.173525048,2154.188348
13811,2,3,80,88.58040346,0.173948684,10.2509592,-1.856955623,5.961788903,6.236841958,2280.650084
13812,1,3,76,72.16969243,9.338656999,-8.187519544,-2.118076914,6.171283134,6.332952386,2964.46251
13813,4,3,72,87.99257964,3.709532237,1.726827164,-1.917264627,5.818349758,6.013127478,2524.080051
13814,1,3,76,83.74843124,-6.369015742,1.632977333,-1.80101613,6.577952568,6.385487296,1727.459308
13815,2,3,80,85.828776,-0.560456899,7.008470231,-2.603943189,5.969490694,6.113787752,1974.789887
13816,3,3,77,81.93272511,-1.521775127,4.468121734,3.963333278,6.459808218,6.332003419,2193.499717
13817,3,3,77,83.79185922,4.481455844,4.355234327,4.093776668,6.493069207,6.419133478,2066.777889
13818,3,3,77,85.52121053,3.953788095,9.569269874,3.881718384,6.524150839,6.487109586,2197.051544
13819,6,3,73,91.39093359,4.349701902,6.587317524,1.974138223,6.007909669,6.019920313,1936.974347
13820,4,3,72,83.93683273,-6.637705018,-0.088376232,-2.358090407,5.638716821,6.227778165,1025.789767
13821,2,3,80,75.13189223,4.04958371,-3.888000537,-1.904965432,5.890105429,6.36718144,2501.933988
13822,4,3,72,86.06902936,-6.887584052,5.049038885,-1.942520285,5.809703893,6.150893457,1290.40867
13823,2,3,80,76.4050214,3.74300564,-6.885759106,-1.978325777,5.92594098,6.093084999,2653.296012
13824,1,3,76,87.37389963,-7.401448366,3.697474236,-1.688172764,6.504994278,6.041839851,2125.933041
13825,5,3,72,89.83346848,-8.067900308,5.924359423,-1.533369791,5.577605823,6.233845779,1842.561895
13826,2,3,80,70.74914018,3.368789446,-9.387996908,-2.235842024,5.949725024,6.025676885,2350.619338
13827,3,3,77,85.65277591,4.149145243,10.26101505,3.907514067,6.450521212,6.069762673,2177.621491
13828,6,3,73,92.03999528,7.779577584,6.524879463,2.340886267,5.920681296,6.24083959,1997.73926
13829,2,3,80,85.98109946,-4.131514052,9.131919286,-2.242838943,5.765917448,6.048969059,2203.352969
13830,1,3,76,88.09925291,-5.976879832,7.667914663,-2.059894487,6.421895671,6.400263234,2244.181783
13831,2,3,80,89.56987847,-3.233825761,8.646409962,-2.216466821,5.740878717,6.062198952,2344.411545
13832,3,3,77,82.71886678,-0.062859235,5.367795128,4.200433691,6.402302699,5.860542648,2378.394844
13833,6,3,73,91.93032813,2.249636426,9.704802349,1.678446655,6.035242175,6.028344244,2069.972822
13834,4,3,72,92.70832469,-2.692835014,10.88033857,-2.11598724,5.969530075,6.304279962,2414.360474
13835,2,3,80,86.66202624,-5.963960335,5.217701707,-2.870619293,5.421737001,6.245248389,2165.844885
13836,2,3,80,80.91545498,-7.748286575,3.612353891,-2.561553915,5.605329979,5.858201124,1623.055502
13837,2,3,80,74.36938703,6.223437712,-5.408251787,-2.477623498,6.126995184,6.041770619,2651.437794
13838,4,3,72,91.81063667,-3.906226246,11.03375815,-2.189754815,5.877572823,6.270047117,2510.702785
13839,2,3,80,81.14791159,-3.119883924,2.56867267,-2.228489878,5.880047614,6.298297024,1662.33409
13840,1,3,76,88.57361277,-7.791131433,3.438660854,-2.278625147,6.235548512,6.34617393,2265.10699
13841,1,3,76,85.81891877,-8.335980636,2.002452428,-2.008609535,6.325020146,6.031256084,2263.897504
13842,4,3,72,86.74206709,3.684202994,3.551303283,-1.955464708,5.876803381,6.214251865,2535.784838
13843,6,3,73,85.96894337,8.836588158,5.060380828,2.268068724,6.007625153,6.465742677,1452.701298
13844,6,3,73,91.18494516,5.291136225,6.451791337,2.022819009,5.766077341,5.758066999,2003.248783
13845,4,3,72,92.48607921,-4.987459354,8.898640648,-1.75275239,6.043542535,6.002049168,2203.782986
13846,3,3,77,86.56739673,1.423515787,7.689072828,3.987602776,6.49534132,5.967287509,2171.193223
13847,2,3,80,86.45533767,-2.3695005,6.305106132,-2.863498777,5.382364656,6.291647824,2133.923682
13848,1,3,76,86.61883111,-9.4089904,4.873809507,-1.985291487,6.318393449,6.288544543,2187.217767
13849,3,3,77,85.3439903,11.25126275,4.481437677,4.291696729,6.411640866,6.162616005,1947.218839
13850,1,3,76,88.00906363,-7.067136772,5.202040911,-1.81998572,6.403937887,6.034246103,2253.401991
13851,3,3,77,87.46196802,5.427073428,10.22356752,4.033363328,6.465882518,5.986677377,2178.462438
13852,6,3,73,91.07502486,8.546928463,8.766422714,2.434549823,6.034799141,6.579217271,2019.608596
13853,3,3,77,85.51857325,10.99696477,6.902320315,4.258239549,6.546079828,6.275517706,2238.998294
13854,1,3,76,80.29199938,-7.622861936,1.363410264,-1.787168494,6.762795496,6.014404902,1311.529593
13855,4,3,72,86.20805283,-8.115841808,3.083548731,-2.290262089,5.721631392,6.247088631,1452.406159
13856,6,3,73,91.32753839,3.835767713,9.503729525,1.795000294,6.077728014,6.281807339,2036.98601
13857,1,3,76,79.73782179,-6.407032794,2.436380706,-1.982417358,6.480975294,6.319117776,1327.590163
13858,3,3,77,85.12327284,7.61884733,4.966754977,4.275537382,6.415517816,6.188956555,2198.822372
13859,3,3,77,84.23109563,7.011622676,10.10492368,3.993919024,6.447263697,6.418517589,2047.607052
13860,2,3,80,87.86943748,-5.645968069,7.393642373,-2.400185026,5.688068362,6.249026299,2170.002923
13861,1,3,76,88.99223385,-3.434539595,6.542920677,-2.220946881,6.039685795,5.828544765,2303.746011
13862,4,3,72,92.62262721,-7.662542762,6.874375662,-2.067380522,5.971648026,6.549233664,2219.692825
13863,1,3,76,79.10612978,-0.521069736,1.029365435,-2.532964737,6.07114388,6.110723084,2144.451275
13864,3,3,77,81.42014494,0.811241523,4.56410688,4.249740568,6.381878028,5.90558072,2003.465951
13865,4,3,72,93.02275905,-6.379699952,10.13219383,-2.014391295,5.961621633,6.190048862,2360.258906
13866,1,3,76,90.11747896,-5.645073514,6.246394642,-1.144927551,6.483303858,6.313199158,2201.011531
13867,2,3,80,85.7864479,-9.929336361,8.490688112,-2.263343662,5.825976307,6.163097018,2056.800994
13868,4,3,72,93.93160992,-7.976010587,10.75796259,-2.344804973,5.712301288,6.017671519,2413.812289
13869,4,3,72,86.71701902,2.39812457,4.555080097,-2.354040533,5.9002505,6.073189073,2517.93658
13870,1,3,76,81.19572366,-7.488285356,1.157874734,-1.578400334,6.568160332,6.291049979,1408.769907
13871,1,3,76,88.53284701,-6.715129192,7.627309519,-2.125025658,6.220688771,5.81369152,2298.719466
13872,4,3,72,88.2795251,4.871859805,4.909081093,-1.706951325,5.842091779,6.548588067,2472.525158
13873,2,3,80,73.06276866,0.861456666,-5.874418232,-2.346256086,5.748813891,6.362615686,2454.383416
13874,3,3,77,87.68676996,5.033009532,11.58182806,3.978025142,6.641242674,6.307081379,2142.489168
13875,1,3,76,85.49706103,-7.816989893,5.583378352,-1.930147012,6.774792768,6.444591648,2127.542009
13876,6,3,73,91.41785926,9.089443648,7.548109355,2.226427888,5.942234676,6.405317138,2000.473936
13877,4,3,72,87.23965259,6.023480834,1.207757467,-1.722658624,5.733989126,6.207823861,2618.579956
13878,6,3,73,77.60203486,-4.239644903,-0.26576012,2.39892635,6.026837338,6.267365407,2332.495554
13879,3,3,77,88.06472698,4.690194409,8.892703385,3.97731137,6.547743782,6.330198751,2170.85692
13880,1,3,76,86.57881395,-8.986619085,1.904557702,-2.444092163,5.974430989,6.033076584,2136.482575
13881,3,3,77,87.42965085,10.1652011,6.155759685,4.242116882,6.497320593,6.273215575,2302.993919
13882,6,3,73,88.33914874,6.371757217,6.783657516,1.973016373,5.929767557,6.183614735,1405.65254
13883,5,3,72,90.08746183,-7.147900969,8.598716486,-1.981659129,5.862493226,6.146625516,2063.767032
13884,5,3,72,90.82585542,-2.895817124,10.70015013,-1.160444422,5.874737821,5.910007189,2010.427206
13885,6,3,73,91.43944021,4.293248541,10.51961344,2.340390641,6.089464121,6.156954338,2077.62098
13886,4,3,72,93.19180848,-6.445422805,11.87881614,-2.050661606,6.04561567,6.379300738,2423.410286
13887,1,3,76,87.55502401,-7.927407645,6.275086082,-1.647734023,6.497790416,6.239197215,2160.813858
13888,3,3,77,83.15037416,2.754983404,4.642168946,4.046924887,6.580345749,6.247814947,2209.38448
13889,2,3,80,85.32202319,-6.669565698,7.755056768,-2.538629751,5.723349811,6.412842865,2105.151394
13890,2,3,80,74.94409524,4.184523434,-5.261959066,-2.232271234,5.830280393,6.030605347,2533.686402
13891,3,3,77,81.69765723,2.615636324,6.318570376,3.979413978,6.441088071,6.306605923,2062.273302
13892,4,3,72,86.28926181,4.128033741,2.081082485,-2.171907718,5.797962208,6.004252252,2634.184249
13893,1,3,76,77.03663988,3.504569461,-2.935657159,-2.118009689,6.368068139,6.082952148,2834.79385
13894,1,3,76,80.48122234,-8.033427231,0.600423671,-2.207100559,6.363720616,6.331054267,1436.438572
13895,1,3,76,90.30310954,-5.702610088,9.028552802,-2.141157026,6.220555174,6.158988899,2290.266505
13896,1,3,76,86.17546159,-10.33146955,3.168839504,-2.47034351,6.106002742,5.856480034,2200.099587
13897,3,3,77,85.63744684,4.705009308,9.441538734,4.144134951,6.446155014,6.254954781,2123.312205
13898,2,3,80,87.69849715,-2.040332012,9.730753802,-2.470829811,5.888247852,6.389601675,2203.975086
13899,3,3,77,87.31979271,10.32602532,4.568237395,4.096767414,6.501054765,6.198528765,1952.079169
13900,2,3,80,72.29264176,6.768590996,-9.360656647,-2.289739085,5.933230298,6.433070907,2713.485273
13901,3,3,77,85.13249199,8.222179776,4.851488777,3.980626825,6.451643942,5.975051466,1898.580215
13902,6,3,73,93.14791094,6.427825123,11.97899049,1.978663625,5.974473028,6.124206786,2089.123475
13903,3,3,77,83.09938001,-0.814250209,4.733210934,4.301134108,6.282266932,6.480318466,2436.791281
13904,4,3,72,93.1845761,-6.42271297,8.031251262,-1.632461977,5.969802021,6.124995057,2229.114593
13905,1,3,76,85.08989647,-8.369647537,3.311500839,-2.448066819,6.245861461,6.326769062,2183.869314
13906,4,3,72,92.90580397,-6.264374759,11.93154129,-2.090145451,5.982343186,6.104618128,2467.583567
13907,2,3,80,89.44300658,-2.819599983,9.079943903,-2.191529168,5.911841839,6.017464719,2411.619353
13908,4,3,72,80.99011325,3.310108609,-4.266756386,-2.146503519,5.683192691,6.490027526,2693.137619
13909,4,3,72,91.25992431,-7.790683389,8.446163887,-2.217306721,5.81398687,6.189759097,2463.074841
13910,3,3,77,86.842437,5.441875536,9.198724428,4.107111958,6.443110892,6.242960623,2119.532262
13911,4,3,72,92.07825299,-3.652087165,10.2819306,-2.088212413,5.806981127,6.228894076,2392.949833
13912,3,3,77,84.68662869,5.808817637,9.622876489,4.073989247,6.533481745,6.269281769,2081.353793
13913,1,3,76,75.0689162,5.727448511,-8.596408337,-1.566278248,6.590684977,6.167277962,3083.811397
13914,2,3,80,88.03179919,-6.24667314,8.7791109,-1.961647044,5.84629941,5.890587989,1992.211049
13915,5,3,72,80.95363189,-6.433486667,4.983010212,-1.316612061,5.628668357,6.282277349,1245.925066
13916,2,3,80,74.28188619,4.384204153,-4.075769899,-2.389322981,5.846398426,5.971627163,2488.705531
13917,4,3,72,86.59177762,2.903167588,3.657703064,-2.106614444,5.759313089,6.105224327,2423.735249
13918,3,3,77,82.94776997,1.048855377,3.983024184,4.106393611,6.415142113,5.921761549,2216.883892
13919,6,3,73,90.78425241,8.212645842,8.376065343,2.375726345,6.013851372,6.093124064,2011.507166
13920,1,3,76,84.75670693,-11.01933475,0.507749405,-1.976471258,6.497544215,5.933833257,2128.880876
13921,4,3,72,93.6722857,-7.510690578,4.59827305,-1.943013214,5.700003872,6.387737743,2275.26958
13922,2,3,80,87.85086236,-7.539094976,9.833901989,-2.480041484,5.854319497,6.200031948,2287.008546
13923,4,3,72,92.0413319,-6.280605982,8.63668632,-2.287006953,5.876867785,6.377726625,2199.020173
13924,2,3,80,74.72002554,2.674766774,-4.564776827,-2.171995239,5.781442974,6.102510111,2476.414797
13925,4,3,72,93.07105412,-7.200629465,10.41881598,-2.071283644,5.917323497,6.383860287,2415.228125
13926,2,3,80,89.3224157,-0.943006309,9.209790382,-1.998163794,6.045186441,6.172359105,2132.390878
13927,4,3,72,88.0475606,3.407028343,5.629319542,-1.962729046,5.733359053,6.093144381,2539.135329
13928,2,3,80,86.69905144,-5.749541855,8.445951466,-2.633441122,5.724191569,6.607012496,2284.879527
13929,2,3,80,88.09552432,-6.356508815,6.390663384,-2.150855763,5.779002897,6.538374744,2314.284511
13930,3,3,77,87.63503142,7.013127523,11.24981794,4.049072749,6.568811011,6.221421695,2275.731985
13931,5,3,72,83.0331723,-6.643583718,5.582795412,-0.936665191,5.760079666,6.449704709,1222.788899
13932,4,3,72,92.55662871,-2.950442327,10.42300865,-1.8117091,6.022485633,6.260374682,2214.263559
13933,4,3,72,80.46304068,5.342878081,0.904416519,-1.787988604,5.988270179,6.228783339,2644.491928
13934,6,3,73,76.68740692,-8.126978714,1.551920956,1.822295251,6.034399036,5.901904192,2095.0752
13935,3,3,77,85.98891372,4.102447813,8.545807674,4.31026487,6.286910153,6.569961782,2274.686552
13936,2,3,80,86.31213515,-2.048730821,6.007654607,-2.477400839,5.680845106,6.227945221,2157.005007
13937,6,3,73,75.87371245,-4.550678553,-2.756745473,1.977784257,5.950110564,6.496550773,2211.176182
13938,6,3,73,86.23407123,8.001560186,7.09152386,2.170926031,5.987348578,5.956185123,1431.87026
13939,2,3,80,72.42464781,8.703208461,-3.625250718,-2.384875514,5.84695791,6.060934815,2523.637756
13940,6,3,73,73.84478179,-2.344718194,-3.239002377,1.884321622,6.082194748,5.968026641,1963.892679
13941,1,3,76,88.20422977,-6.860379807,6.42200624,-1.809139439,6.407497169,5.882551304,2153.03448
13942,1,3,76,81.12425343,0.356962668,0.704186449,-2.213926475,6.379869119,6.156293149,2290.787638
13943,1,3,76,74.09158118,9.064677958,-8.190076533,-1.266215795,6.530769264,6.594444437,2974.367388
13944,3,3,77,84.98386609,7.355774417,6.248942314,4.511725745,6.367149092,6.287741977,2009.017513
13945,4,3,72,91.64312883,-4.445975018,11.46032037,-2.129012956,5.977942609,5.929136285,2318.144818
13946,2,3,80,88.83074903,-1.85688946,9.27819398,-2.191629618,6.026137768,6.387102755,2232.641497
13947,1,3,76,88.28675688,-6.651062961,3.51063189,-1.803333078,6.472571414,6.168958747,2106.860959
13948,5,3,72,81.66844017,-2.45681641,6.781488867,-1.468844895,5.848800774,6.197280403,1215.575792
13949,2,3,80,77.35813716,0.869737957,-7.130293193,-2.133644836,6.055576457,5.94279315,2507.581353
13950,3,3,77,85.91897082,9.667994703,7.862593859,4.455078675,6.449950881,6.454468447,2226.649224
13951,4,3,72,86.37791603,-9.566581716,6.912473251,-2.063606847,5.647552678,5.982601092,1736.347846
13952,4,3,72,92.16189066,-2.928723492,8.826374273,-1.916678583,5.929890641,6.462715585,2295.288917
13953,6,3,73,92.73029177,9.547101566,9.971508254,2.134104912,6.081975684,6.109098681,2062.311433
13954,3,3,77,85.43935358,8.744191831,8.558624244,4.009354775,6.575354019,6.580626189,2057.975584
13955,2,3,80,73.57871152,8.315772042,-2.796615674,-2.39000588,5.685171057,5.849387206,2575.374415
13956,4,3,72,88.75390644,0.636469459,5.570774281,-1.583907463,5.916844958,6.217510118,2440.59303
13957,2,3,80,86.48400142,-2.601554105,11.3411884,-2.21405798,5.992283911,6.163170854,2182.573823
13958,4,3,72,87.61974236,1.805016995,4.546087158,-1.82314336,5.929072811,6.262780022,2599.545914
13959,4,3,72,92.74132458,-8.955852373,8.279647013,-2.170609427,5.809291866,6.122209993,2385.962321
13960,4,3,72,93.14924581,-5.415832663,10.4874191,-2.091567647,5.906478125,6.019153705,2480.509587
13961,2,3,80,74.23881135,10.76148394,-4.052854457,-2.172348299,5.767178678,6.587339678,2933.961564
13962,4,3,72,93.92540754,-10.34390381,6.905526725,-2.026748866,5.835894227,6.167866789,2124.250723
13963,3,3,77,86.95369031,10.56039048,6.842457978,3.895361711,6.52381961,5.873988332,2072.582057
13964,3,3,77,85.28568735,1.343561604,7.267604245,4.160931667,6.460956781,6.097932904,2068.916439
13965,1,3,76,84.9789475,-8.529107342,4.88126236,-1.915331857,6.630342808,5.994919302,2059.506423
13966,1,3,76,80.95483593,-8.554059144,0.240256013,-1.937727513,6.419040909,6.229946827,1548.973554
13967,4,3,72,87.8880257,0.784625431,4.682966893,-1.71754475,6.067383336,6.246334924,2493.00239
13968,3,3,77,85.89254372,6.843106235,7.073029073,3.922186993,6.409218771,6.074474825,2158.450194
13969,4,3,72,92.53402383,-8.829654766,7.694241229,-1.971507271,5.941771607,6.49746843,2337.745471
13970,3,3,77,86.095835,8.905330002,5.501503138,4.18295044,6.430448487,6.566381428,1886.182837
13971,2,3,80,85.72171106,-6.9619112,7.709017828,-2.210977516,5.659508883,6.078531661,2377.417476
13972,3,3,77,81.36457997,-1.851246703,4.019730709,3.988135818,6.465729285,5.946462789,2276.351025
13973,4,3,72,87.63989828,1.809554362,5.847215711,-1.860478331,5.926503375,6.321135535,2535.15396
13974,4,3,72,88.01532892,0.479327644,6.277119367,-1.99175737,5.86761276,6.551256364,2375.191953
13975,4,3,72,85.3230541,-8.551675617,0.281867146,-2.245237901,5.714451203,5.951619311,1297.596598
